Name,YearsAppearing,ImputedProbF,ImputedProbM
TENNESSEE,2,0.5,0.5
TENNILLE,1,1,0
TENNYSON,5,0,1
TENZIN,9,0.387566137566138,0.612433862433862
TEO,14,0,1
TEODOR,8,0,1
TEODORA,10,1,0
TEODORO,2,0,1
TEOFILO,1,0,1
TEOMAN,7,0,1
TEON,13,0,1
TEONA,10,1,0
TEONI,11,1,0
TEONIE,1,1,0
TEQUAN,3,0,1
TEQUILA,5,1,0
TEQUILLA,1,1,0
TERELL,13,0,1
TERELLE,2,0,1
TERENA,1,1,0
TERENCE,16,0,1
TERESA,16,1,0
TEREZA,6,1,0
TERI,16,1,0
TERI-ANN,5,1,0
TERI-ANNE,1,1,0
TERI-LEIGH,1,1,0
TERIANNE,1,1,0
TERINA,1,1,0
TERIQUE,2,0,1
TERRANCE,5,0,1
TERREL,13,0,1
TERRELL,16,0,1
TERRENCE,16,0,1
TERRI,16,1,0
TERRI-ANN,9,1,0
TERRI-ANNE,8,1,0
TERRI-LEE,2,1,0
TERRI-LEIGH,10,1,0
TERRI-LOUISE,1,1,0
TERRIANN,1,1,0
TERRIANNE,2,1,0
TERRIE,7,1,0
TERRY,16,0.00416666666666667,0.995833333333333
TERTIA,1,1,0
TESHA,2,1,0
TESHAN,1,0,1
TESLIM,2,0,1
TESLIMAT,1,1,0
TESNI,16,1,0
TESS,16,1,0
TESSA,16,1,0
TESSIE,1,1,0
TESSY,1,1,0
TESTIMONY,1,1,0
TEVEZ,2,0,1
TEVIN,11,0,1
TEVIS,1,0,1
TEXAS,1,1,0
TEYA,16,1,0
TEYAH,8,1,0
TEYANA,5,1,0
TEYANNA,2,1,0
TEYEN,1,0,1
TEYHA,2,1,0
TEYLA,6,1,0
TEYMOUR,1,0,1
TEYONA,1,1,0
TEYTE,1,0,1
THABANI,3,0,1
THABISO,4,0.125,0.875
THABIT,1,0,1
THABO,7,0,1
THADDEUS,11,0,1
THADY,2,0,1
THAHERA,3,1,0
THAHIA,2,1,0
THAHIRA,1,1,0
THAHMINA,8,1,0
THAI,16,0.0457589285714286,0.954241071428571
THAIBA,4,1,0
THAILA,8,1,0
THAINE,1,0,1
THAIS,10,1,0
THAISA,1,1,0
THAJ,1,0,1
THALHA,1,0,1
THALIA,16,1,0
THALIA-ROSE,1,1,0
THAMANNA,6,1,0
THAMEENA,2,1,0
THAMIM,2,0,1
THAMINA,8,1,0
THAMINAH,4,1,0
THANAA,2,1,0
THANBIR,1,0,1
THANDEKA,7,1,0
THANDI,4,1,0
THANDIE,6,1,0
THANDISWA,1,1,0
THANDIWE,11,1,0
THANDO,4,0.5,0.5
THANE,7,0,1
THANH,5,0.2,0.8
THANIA,7,1,0
THANISHA,5,1,0
THANIYA,2,1,0
THANJINA,1,1,0
THANUJAN,1,0,1
THANUSAN,3,0,1
THANUSH,3,0,1
THANUSHA,1,1,0
THANUSHAN,4,0,1
THANUSHKA,1,1,0
THANUSKA,1,1,0
THANVIR,1,0,1
THANYA,3,1,0
THAO,1,1,0
THARA,4,1,0
THARAN,1,0,1
THARANI,1,1,0
THARANYA,1,1,0
THARSHAN,1,0,1
THARSIGA,1,1,0
THARSIKA,1,1,0
THARUN,10,0,1
THARUSHI,1,1,0
THASLIMA,5,1,0
THASNIM,1,1,0
THATO,1,0,1
THAYA,1,1,0
THE,2,0,1
THEA,16,1,0
THEADORA,16,1,0
THEERTHA,1,1,0
THEHAN,2,0,1
THEIA,6,1,0
THELMA,10,1,0
THELONIOUS,4,0,1
THEMBA,2,0,1
THENUK,1,0,1
THEO,16,0,1
THEO-JAMES,1,0,1
THEODEN,4,0,1
THEODOR,16,0,1
THEODORA,16,1,0
THEODORE,16,0,1
THEODOROS,12,0,1
THEOLA,2,1,0
THEON,10,0,1
THEONA,1,1,0
THEOPHILUS,12,0,1
THERESA,16,1,0
THERESE,16,1,0
THERESIA,1,1,0
THERON,5,0,1
THEYA,1,1,0
THI,3,1,0
THIA,10,1,0
THIAGO,9,0,1
THIAN,1,0,1
THIBAUD,3,0,1
THIBAULT,9,0,1
THIBAUT,3,0,1
THIEN,2,0,1
THIERNO,2,0,1
THIERRA,1,1,0
THIERRY,16,0.0268088400900901,0.97319115990991
THIJS,2,0,1
THILAKSHAN,1,0,1
THIRA,1,1,0
THIRZA,1,1,0
THISBE,1,1,0
THIVIYA,3,1,0
THIVYA,3,1,0
THIVYAN,2,0,1
THOM,16,0,1
THOMAS,16,0,1
THOMAS-JAMES,11,0,1
THOMAS-JAY,12,0,1
THOMAS-JOHN,3,0,1
THOMAS-LEE,4,0,1
THOMASIN,2,1,0
THOMASINA,9,1,0
THOMPSON,2,0,1
THOMSON,1,0,1
THOR,14,0,1
THORA,4,1,0
THORIN,1,0,1
THORNE,2,0,1
THU,6,1,0
THULASI,1,1,0
THURAYA,4,1,0
THURAYYA,1,1,0
THURSTON,6,0,1
THUY,4,1,0
THY,1,1,0
THYRA,1,1,0
TIA,16,1,0
TIA-,3,1,0
TIA-ANN,2,1,0
TIA-GRACE,1,1,0
TIA-JADE,8,1,0
TIA-LEIGH,7,1,0
TIA-LEONI,2,1,0
TIA-LOUISE,15,1,0
TIA-MAE,8,1,0
TIA-MAI,4,1,0
TIA-MARIA,1,1,0
TIA-MARIE,7,1,0
TIA-MAY,4,1,0
TIA-RAE,2,1,0
TIA-ROSE,12,1,0
TIA-SKYE,1,1,0
TIAAMII,2,1,0
TIAAN,4,0,1
TIAGAN,3,1,0
TIAGO,16,0,1
TIAH,16,1,0
TIAHNA,12,1,0
TIALEIGH,1,1,0
TIAM,2,0,1
TIAMI,2,1,0
TIAMII,2,1,0
TIAMO,1,1,0
TIAN,16,0.516630249856353,0.483369750143647
TIANA,16,1,0
TIANA-LEIGH,2,1,0
TIANA-MARIE,1,1,0
TIANA-ROSE,1,1,0
TIANAH,7,1,0
TIANE,1,1,0
TIANEE,1,1,0
TIANEY,6,1,0
TIANI,9,1,0
TIANIE,3,1,0
TIANN,6,1,0
TIANNA,16,1,0
TIANNA-LEIGH,2,1,0
TIANNA-MARIE,1,1,0
TIANNA-MAY,1,1,0
TIANNA-ROSE,1,1,0
TIANNAH,11,1,0
TIANNE,16,1,0
TIANNI,2,1,0
TIANO,1,0,1
TIANYI,1,0,1
TIARA,15,1,0
TIARAH,1,1,0
TIARAOLUWA,1,1,0
TIARN,1,1,0
TIARNA,16,1,0
TIARNAN,13,0,1
TIARNI,5,1,0
TIARNNA,1,1,0
TIARRA,1,1,0
TIAUNNA,1,1,0
TIBA,1,1,0
TIBERIUS,1,0,1
TIBOR,5,0,1
TIDA,2,1,0
TIEGAN,15,0.997727272727273,0.00227272727272727
TIEGHAN,2,1,0
TIEN,7,0.0612244897959184,0.938775510204082
TIENNA,6,1,0
TIERA,2,1,0
TIERAN,3,0,1
TIEREN,1,0,1
TIERNAGH,1,1,0
TIERNAN,16,0,1
TIERNEY,16,0.994642857142857,0.00535714285714286
TIERNI,1,1,0
TIERNIE,1,1,0
TIERNY,1,1,0
TIERON,1,0,1
TIERRA,6,1,0
TIESHA,4,1,0
TIFANI,1,1,0
TIFEOLUWA,2,1,0
TIFFANEY,1,1,0
TIFFANI,9,1,0
TIFFANIE,8,1,0
TIFFANY,16,1,0
TIFFANY-MARIE,1,1,0
TIFFANY-ROSE,1,1,0
TIFFINY,4,1,0
TIGAN,5,1,0
TIGER,15,0.374696271937313,0.625303728062687
TIGER-LILLY,2,1,0
TIGER-LILY,9,1,0
TIGERLILLY,2,1,0
TIGERLILY,11,1,0
TIGGY,12,1,0
TIGHE,8,0,1
TIHANA,1,1,0
TIHANNA,4,1,0
TIIA,1,1,0
TIJA,3,1,0
TIJAN,7,0,1
TIJANA,4,1,0
TIJANI,1,0,1
TIJEN,1,1,0
TILA,2,1,0
TILAK,6,0,1
TILDA,15,1,0
TILEAH,3,1,0
TILI,1,1,0
TILIA,7,1,0
TILISHA,1,1,0
TILLEE,3,1,0
TILLEIGH,1,1,0
TILLEY,15,1,0
TILLI,14,1,0
TILLIAH,1,1,0
TILLIE,16,1,0
TILLIE-MAE,8,1,0
TILLIE-MAI,4,1,0
TILLIE-MAY,1,1,0
TILLIE-ROSE,1,1,0
TILLY,16,1,0
TILLY-,2,1,0
TILLY-ANN,6,1,0
TILLY-ANNE,1,1,0
TILLY-GRACE,1,1,0
TILLY-LEIGH,1,1,0
TILLY-LOU,1,1,0
TILLY-LOUISE,1,1,0
TILLY-MAE,9,1,0
TILLY-MAI,5,1,0
TILLY-MARIE,4,1,0
TILLY-MAY,9,1,0
TILLY-RAE,2,1,0
TILLY-ROSE,8,1,0
TIM,16,0,1
TIMARA,1,1,0
TIMAS,3,0,1
TIMEA,5,1,0
TIMERA,1,1,0
TIMILEHIN,2,0,1
TIMILEYIN,2,0,1
TIMMY,12,0,1
TIMO,11,0,1
TIMOFEY,2,0,1
TIMON,9,0,1
TIMOTEI,3,0,1
TIMOTEJ,1,0,1
TIMOTHEE,5,0,1
TIMOTHY,16,0,1
TIMUCIN,2,0,1
TIMUR,16,0,1
TIN,3,0,1
TINA,16,1,0
TINA-MARIE,1,1,0
TINASHE,14,0.247302860538155,0.752697139461845
TINAYA,1,1,0
TINAYE,6,0,1
TINESHA,2,1,0
TING,5,0.9,0.1
TINIKA,1,1,0
TINISHA,10,1,0
TINO,8,0,1
TINOTENDA,10,0.325153793574846,0.674846206425154
TIO,6,0,1
TIOLUWANI,4,0.75,0.25
TIOLUWANIMI,1,0,1
TION,7,0,1
TIONA,5,1,0
TIONE,1,1,0
TIONI,1,1,0
TIONNE,9,1,0
TIPPI,6,1,0
TIRA,7,1,0
TIRAN,1,0,1
TIRAS,1,0,1
TIRATH,2,0,1
TIREE,3,0.666666666666667,0.333333333333333
TIRENIOLUWA,2,1,0
TIRIAN,1,1,0
TIRION,16,1,0
TIRTH,2,0,1
TIRZAH,5,1,0
TISA,1,1,0
TISHA,11,1,0
TISHAAN,1,0,1
TISHAN,1,0,1
TISHANA,2,1,0
TISHAUN,1,0,1
TITAS,6,0,1
TITILAYO,7,1,0
TITILOPE,2,1,0
TITO,2,0,1
TITOBILOLUWA,2,0.5,0.5
TITOBIOLUWA,1,0,1
TITUS,16,0,1
TIWALADE,1,1,0
TIYA,15,1,0
TIYAH,2,1,0
TIYANA,16,1,0
TIYANAH,1,1,0
TIYANNA,6,1,0
TIYARA,1,1,0
TIZIANO,1,0,1
TJ,12,0,1
TJAY,11,0,1
TOBA,2,1,0
TOBE,1,0,1
TOBECHI,3,0,1
TOBECHUKWU,4,0,1
TOBENNA,8,0.046875,0.953125
TOBEY,11,0,1
TOBI,16,0.0371712386877828,0.962828761312217
TOBIA,1,0,1
TOBIAH,8,0,1
TOBIAS,16,0,1
TOBIASZ,7,0,1
TOBIE,16,0.0227272727272727,0.977272727272727
TOBILOBA,3,0,1
TOBIN,16,0,1
TOBY,16,0.0045027743852174,0.995497225614783
TOBY-JAMES,2,0,1
TOBY-LEE,1,0,1
TOBYN,6,0,1
TOCCARA,1,1,0
TOCHI,2,1,0
TOCHUKWU,6,0,1
TOD,2,0,1
TODD,16,0,1
TODOR,1,0,1
TOHEED,7,0,1
TOHURA,1,1,0
TOLA,4,1,0
TOLANI,1,1,0
TOLEEN,1,1,0
TOLGA,15,0,1
TOLULOPE,15,0.6496151996152,0.3503848003848
TOLUNAY,1,0,1
TOLUWALASE,12,0.332937895437895,0.667062104562104
TOLUWALASHE,1,0,1
TOLUWALOPE,9,0.555555555555556,0.444444444444444
TOLUWANI,12,0.411029942279942,0.588970057720058
TOLUWANIMI,10,0.509090909090909,0.490909090909091
TOM,16,0,1
TOMA,6,0.5,0.5
TOMAS,16,0,1
TOMASINA,2,1,0
TOMASS,3,0,1
TOMASZ,16,0,1
TOMEK,2,0,1
TOMER,5,0,1
TOMI,11,0,1
TOMIKA,1,1,0
TOMISHA,1,1,0
TOMIWA,4,0,1
TOMMAS,1,0,1
TOMMASO,15,0,1
TOMME,1,0,1
TOMMEE,1,0,1
TOMMI,16,0.0125,0.9875
TOMMIE,16,0,1
TOMMIE-LEE,2,0,1
TOMMY,16,0.000616776315789474,0.999383223684211
TOMMY-JAMES,1,0,1
TOMMY-JAY,7,0,1
TOMMY-JOE,5,0,1
TOMMY-LEE,16,0,1
TOMMY-RAY,2,0,1
TOMMYLEE,15,0,1
TOMO,1,0,1
TOMOKA,1,1,0
TOMOKI,2,0,1
TOMOS,16,0,1
TOMOYA,2,0,1
TOMS,2,0,1
TONDERAI,1,0,1
TONI,16,0.986106557904795,0.0138934420952053
TONI-ANN,9,1,0
TONI-ANNE,5,1,0
TONI-LEA,1,1,0
TONI-LEIGH,11,1,0
TONI-LOUISE,4,1,0
TONI-MARIE,10,1,0
TONI-MAY,1,1,0
TONIA,10,1,0
TONICHA,7,1,0
TONICHIA,1,1,0
TONIE,5,1,0
TONIKA,3,1,0
TONILEE,1,1,0
TONILEIGH,1,1,0
TONISHA,9,1,0
TONY,16,0,1
TONYA,7,1,0
TOOBA,7,1,0
TOPAZ,11,1,0
TOPRAK,5,0,1
TOPSY,1,1,0
TOR,16,0,1
TORA,7,1,0
TORAH,1,1,0
TORAL,1,1,0
TORAN,8,0,1
TORBEN,7,0,1
TORE,1,0,1
TORELL,1,0,1
TOREN,4,0,1
TOREY,4,1,0
TORI,16,1,0
TORI-LEE,1,1,0
TORI-LEIGH,8,1,0
TORIA,3,1,0
TORIE,9,1,0
TORIN,16,0,1
TORITSEJU,1,0,1
TORR,1,0,1
TORRAN,11,0,1
TORRANCE,2,1,0
TORREN,1,0,1
TORRES,2,0,1
TORRI,6,1,0
TORRIE,7,1,0
TORRIN,10,0,1
TORSTEN,5,0,1
TORY,3,0.666666666666667,0.333333333333333
TORYN,3,0,1
TOSEEF,3,0,1
TOULA,4,1,0
TOURE,3,0,1
TOUSSAINT,1,0,1
TOVA,9,1,0
TOVE,2,1,0
TOYA,4,1,0
TOYAH,15,1,0
TOYIN,1,1,0
TRACEY,16,1,0
TRACIE,1,1,0
TRACY,16,1,0
TRAE,15,0,1
TRAFFORD,16,0,1
TRAI,11,0,1
TRAN,1,1,0
TRANG,1,1,0
TRAVIS,16,0,1
TRAVIS-LEE,2,0,1
TRAVON,1,0,1
TRAY,3,0,1
TRAYVON,1,0,1
TRAYVOND,1,0,1
TRE,16,0,1
TREA,1,1,0
TREASURE,7,0.66157616892911,0.33842383107089
TREI,4,0,1
TRELAWNY,1,1,0
TREMAINE,16,0,1
TREMAYNE,13,0,1
TREMONT,1,0,1
TRENT,16,0,1
TRENTON,5,0,1
TRENYCE,1,1,0
TREVIN,1,0,1
TREVON,8,0,1
TREVOR,16,0,1
TREVYN,1,1,0
TREY,16,0,1
TREYNAE,1,0,1
TREYVON,3,0,1
TRICIA,6,1,0
TRILBY,2,1,0
TRINA,6,1,0
TRINGA,1,1,0
TRINITI,1,1,0
TRINITY,16,0.99697215334732,0.00302784665267977
TRINNITY,1,1,0
TRINNY,1,1,0
TRIONA,1,1,0
TRISH,2,1,0
TRISHA,16,1,0
TRISHAN,1,0,1
TRISHANA,1,1,0
TRISHNA,9,1,0
TRISHUL,1,0,1
TRISTAN,16,0,1
TRISTAN-LEE,4,0,1
TRISTEN,16,0,1
TRISTIAN,12,0,1
TRISTIN,6,0,1
TRISTON,14,0,1
TRISTRAM,8,0,1
TRISTYN,7,0,1
TRIUMPH,1,1,0
TRIXIE,10,1,0
TROI,3,0.333333333333333,0.666666666666667
TROY,16,0.00132042253521127,0.998679577464789
TRU,7,0.914285714285714,0.0857142857142857
TRUAN,2,0,1
TRUDI,13,1,0
TRUDIE,15,1,0
TRUDY,16,1,0
TRUE,2,1,0
TRULIE,1,1,0
TRULY,6,1,0
TRUMAN,7,0,1
TRUNG,2,0,1
TRUONG,1,0,1
TRUPTI,1,1,0
TRYFAN,2,0,1
TRYPHENA,2,1,0
TRYSTAN,16,0,1
TSEHAY,1,1,0
TSION,1,1,0
TSITSI,1,1,0
TSUKI,1,1,0
TSVETAN,1,0,1
TUAN,5,0,1
TUANA,10,1,0
TUBA,6,1,0
TUCKER,5,0,1
TUDOR,14,0,1
TUDUR,5,0,1
TUESDAY,10,1,0
TUGBA,2,1,0
TUGCE,10,1,0
TUHEED,1,0,1
TUI,2,1,0
TULA,13,1,0
TULAH,4,1,0
TULAY,1,1,0
TULEEN,1,1,0
TULIN,1,1,0
TULIP,5,1,0
TULISA,3,1,0
TULISA-ROSE,1,1,0
TULISHA,3,1,0
TULISIA,1,1,0
TULLIA,2,1,0
TULLULAH,3,1,0
TULLY,8,0.25,0.75
TULSI,16,1,0
TUMELO,2,0,1
TUNCAY,1,0,1
TUNDE,1,0,1
TUNISHA,2,1,0
TUOMAS,1,0,1
TURAAB,1,0,1
TURAN,1,0,1
TURAYA,1,1,0
TURKI,1,0,1
TURNER,1,0,1
TUSCANY,2,1,0
TUSHAR,7,0,1
TUULI,1,1,0
TUVIA,1,0,1
TVISHA,5,1,0
TWIN,1,0,1
TWINKLE,1,1,0
TWISHA,1,1,0
TWM,10,0,1
TWYLA,4,1,0
TY,16,0.00861899133175729,0.991381008668243
TY-REECE,1,0,1
TYA,6,1,0
TYAN,4,0,1
TYANA,13,1,0
TYANNA,14,1,0
TYANNE,4,1,0
TYARNA,2,1,0
TYBAH,1,1,0
TYBERIUS,1,0,1
TYCHO,1,0,1
TYDAN,1,0,1
TYE,16,0.0153125,0.9846875
TYEE,2,0,1
TYEISHA,1,1,0
TYELER,1,0,1
TYESHA,11,1,0
TYGAN,1,1,0
TYGER,6,0.166666666666667,0.833333333333333
TYHAN,1,0,1
TYI,1,0,1
TYISHA,6,1,0
TYLA,16,0.606026217850118,0.393973782149882
TYLAH,15,0.682453102453103,0.317546897546898
TYLAN,14,0,1
TYLAR,15,0.115,0.885
TYLEISHA,1,1,0
TYLEN,1,0,1
TYLER,16,0.0638633990317155,0.936136600968285
TYLER-,2,0,1
TYLER-DEAN,2,0,1
TYLER-JACK,3,0,1
TYLER-JADE,3,1,0
TYLER-JAI,2,0,1
TYLER-JAKE,2,0,1
TYLER-JAMES,14,0,1
TYLER-JAY,11,0,1
TYLER-JOE,5,0,1
TYLER-JOHN,6,0,1
TYLER-JON,1,0,1
TYLER-LEE,11,0,1
TYLER-MARIE,1,1,0
TYLER-REECE,1,0,1
TYLER-RHYS,1,0,1
TYLER-SCOTT,1,0,1
TYLERJAY,1,0,1
TYLISHA,1,1,0
TYLO,2,0,1
TYLOR,16,0,1
TYMON,8,0,1
TYMOTEUSZ,6,0,1
TYNAN,5,0,1
TYNE,14,0.814285714285714,0.185714285714286
TYNESHA,2,1,0
TYNISHA,1,1,0
TYONA,1,1,0
TYR,1,0,1
TYRA,16,1,0
TYRA-LEIGH,1,1,0
TYRAE,1,0,1
TYRAH,7,1,0
TYRAN,14,0,1
TYREACE,1,0,1
TYREAK,1,0,1
TYREASE,2,0,1
TYRECE,13,0,1
TYRECK,1,0,1
TYREE,15,0,1
TYREECE,14,0,1
TYREEK,9,0,1
TYREEQ,2,0,1
TYREES,3,0,1
TYREESE,13,0,1
TYREISS,1,0,1
TYREKE,9,0,1
TYREL,14,0,1
TYRELL,16,0,1
TYRELLE,16,0,1
TYREN,7,0,1
TYRESE,14,0.0324675324675325,0.967532467532467
TYRESSE,12,0,1
TYRHYS,9,0,1
TYRIC,2,0,1
TYRICK,1,0,1
TYRIECE,2,0,1
TYRIEK,1,0,1
TYRIK,4,0,1
TYRIN,1,0,1
TYRION,1,0,1
TYRIQ,7,0,1
TYRIQUE,12,0,1
TYRON,16,0,1
TYRONE,16,0,1
TYRONNE,7,0,1
TYRRELL,11,0,1
TYRUS,7,0,1
TYSHA,2,1,0
TYSHAUN,1,0,1
TYSON,16,0,1
TYTUS,1,0,1
TYUS,1,0,1
TZE,1,0,1
TZIPORA,2,1,0
TZIPORAH,3,1,0
TZIPPORA,1,1,0
TZIPPORAH,4,1,0
TZIPPY,1,1,0
TZIREL,2,1,0
TZIVI,1,1,0
TZIVIA,9,1,0
TZVI,12,0,1
UBAH,4,1,0
UBAID,16,0,1
UBAIDAH,1,0,1
UBAIDULLAH,11,0,1
UBAY,1,0,1
UBAYD,10,0,1
UBAYDAH,2,0,1
UBAYDULLAH,10,0,1
UBHAY,1,0,1
UCHE,1,0,1
UCHECHI,3,1,0
UCHECHUKWU,7,0.0649350649350649,0.935064935064935
UCHENNA,10,0.3,0.7
UDAY,4,0,1
UDAYSAH,1,1,0
UDHAM,1,0,1
UDIT,1,0,1
UFUK,2,0,1
UGBAD,1,1,0
UGNE,7,1,0
UGNIUS,3,0,1
UGO,1,0,1
UGOCHI,4,1,0
UGOCHUKWU,9,0,1
UGONNA,4,0.107142857142857,0.892857142857143
UGUR,14,0,1
UGURCAN,1,0,1
UISCE,1,1,0
UJALA,1,1,0
UJJWAL,1,0,1
ULA,10,1,0
ULAS,7,0,1
ULLA,2,1,0
ULRICH,1,0,1
ULRIKA,1,1,0
ULTAN,1,0,1
ULUS,1,0,1
ULYANA,1,1,0
ULYSSES,2,0,1
UM,1,1,0
UMA,16,1,0
UMAAD,1,0,1
UMAAMAH,2,1,0
UMAAN,2,0,1
UMAH,2,1,0
UMAIMA,11,1,0
UMAIMAH,15,1,0
UMAIR,16,0,1
UMAIRA,11,1,0
UMAIRAH,3,1,0
UMAIYA,1,1,0
UMAIYAH,2,1,0
UMAIYYAH,2,1,0
UMAIZA,8,1,0
UMAMA,9,1,0
UMAMAH,15,1,0
UMANG,2,0,1
UMAR,16,0,1
UMAR-FAROOQ,1,0,1
UMARA,6,1,0
UMARAH,13,1,0
UMAY,2,1,0
UMAYA,3,1,0
UMAYAH,4,1,0
UMAYER,1,0,1
UMAYMA,10,1,0
UMAYMAH,16,1,0
UMAYNAH,3,1,0
UMAYR,15,0,1
UMAYRAH,7,1,0
UMAYYA,2,1,0
UMAYYAH,10,1,0
UMBER,1,1,0
UMBERTO,1,0,1
UME,7,1,0
UME-HABIBA,1,1,0
UMER,16,0,1
UMERA,5,1,0
UMESH,1,0,1
UMI,3,1,0
UMIKA,5,1,0
UMIT,2,0,1
UMM,8,1,0
UMMA,3,1,0
UMMAR,5,0,1
UMMAY,7,1,0
UMMAYAH,4,1,0
UMMAYYAH,5,1,0
UMME,16,1,0
UMME-HAANI,1,1,0
UMME-HABIBAH,1,1,0
UMME-HANI,1,1,0
UMMEHANI,1,1,0
UMMI,4,1,0
UMOR,1,0,1
UMRAH,2,1,0
UMRAN,3,0,1
UMU,1,1,0
UMUT,16,0,1
UMUTCAN,2,0,1
UNA,16,1,0
UNAIS,10,0,1
UNAISA,6,1,0
UNAISAH,13,1,0
UNATHI,5,0.2,0.8
UNAYS,6,0,1
UNAYSA,1,1,0
UNAYSAH,9,1,0
UNIQUE,13,1,0
UNITY,8,1,0
UNNATI,2,1,0
UQBAH,2,0,1
URAV,1,0,1
URBAN,1,0,1
UREEBA,1,1,0
URI,4,0,1
URIAH,7,0,1
URIEL,12,0,1
URIELLE,1,1,0
URIM,1,0,1
URJA,3,1,0
URMI,2,1,0
UROOJ,15,1,0
UROOSA,4,1,0
URSULA,16,1,0
URSZULA,5,1,0
URTE,5,1,0
URVASHI,4,1,0
URVI,14,1,0
URWA,6,1,0
URWAH,9,0.944444444444444,0.0555555555555556
USAAMA,1,0,1
USAAMAH,5,0,1
USAID,7,0,1
USAMA,11,0,1
USAMAH,9,0,1
USAYD,12,0,1
USHA,1,1,0
USHBA,1,1,0
USHER,6,0,1
USHNA,2,1,0
USMA,7,1,0
USMAAN,16,0,1
USMAN,16,0,1
USSAMA,1,0,1
USWA,7,1,0
USWAH,3,1,0
UTHER,1,0,1
UTHMAAN,11,0,1
UTHMAN,15,0,1
UTKARSH,1,0,1
UTKU,4,0,1
UWAIS,16,0,1
UWAYS,3,0,1
UYIOSA,3,0,1
UZAIR,16,0,1
UZAYR,16,0,1
UZEZI,1,1,0
UZMA,16,1,0
UZOAMAKA,1,1,0
UZOCHUKWU,1,0,1
UZOMA,4,0,1
VAANI,1,1,0
VAANIKA,1,1,0
VADA,3,1,0
VADIM,5,0,1
VAHID,1,0,1
VAHINI,3,1,0
VAIBHAV,5,0,1
VAIBHAVI,1,1,0
VAIDEHI,5,1,0
VAISHALI,11,1,0
VAISHNAVI,12,1,0
VAKARE,3,1,0
VAKARIS,4,0,1
VAKKAS,1,0,1
VALDEMAR,2,0,1
VALENCIA,7,1,0
VALENTIN,12,0,1
VALENTINA,16,1,0
VALENTINE,14,0.426421166552745,0.573578833447255
VALENTINO,14,0,1
VALERIA,15,1,0
VALERIE,16,1,0
VALERIJA,3,1,0
VALERIO,1,0,1
VALERIYA,1,1,0
VALERY,1,1,0
VALMIR,1,0,1
VAN,4,0,1
VANCE,2,0,1
VANDA,1,1,0
VANDANA,1,1,0
VANEESHA,1,1,0
VANEEZA,6,1,0
VANESA,10,1,0
VANESSA,16,1,0
VANI,5,1,0
VANIA,10,1,0
VANISHA,14,1,0
VANITA,1,1,0
VANSH,9,0,1
VANSHI,1,1,0
VANSHIKA,9,1,0
VANYA,5,1,0
VARANDEEP,1,0,1
VARIN,1,1,0
VARINDER,2,0.5,0.5
VARISHA,4,1,0
VARSHA,12,1,0
VARSHAN,1,0,1
VARSHINI,3,1,0
VARUN,16,0,1
VARVARA,2,1,0
VASCO,4,0,1
VASIL,2,0,1
VASILE,7,0,1
VASILEIOS,1,0,1
VASILIKI,4,1,0
VASILIS,4,0,1
VASILISA,1,1,0
VASSILIOS,1,0,1
VAUGHAN,16,0,1
VAUGHN,16,0,1
VED,8,0,1
VEDA,4,1,0
VEDANSHI,1,1,0
VEDANT,6,0,1
VEDANTH,1,0,1
VEDAT,1,0,1
VEDIKA,5,1,0
VEENA,7,1,0
VEER,14,0,1
VEERA,2,1,0
VEERAJ,2,0,1
VEERAN,4,0,1
VEERPARTAP,1,0,1
VEGA,3,1,0
VEGAS,3,0.333333333333333,0.666666666666667
VEJAS,2,0,1
VELI,2,0,1
VELIZAR,1,0,1
VELVET,13,1,0
VENA,2,1,0
VENERA,1,1,0
VENESA,1,1,0
VENESSA,6,1,0
VENETIA,13,1,0
VENICE,9,1,0
VENISHA,3,1,0
VENITA,1,1,0
VENKATA,4,0,1
VENUS,15,1,0
VENYA,2,1,0
VERA,14,1,0
VERENA,2,1,0
VERITY,16,1,0
VERNON,15,0,1
VERON,7,0,1
VERONA,6,1,0
VERONICA,16,1,0
VERONIKA,13,1,0
VERONIQUE,10,1,0
VESA,5,1,0
VESPER,3,1,0
VESTA,4,1,0
VI,1,1,0
VIALLI,1,0,1
VIAN,1,0,1
VIANA,2,1,0
VIANNA,2,1,0
VIANNE,4,1,0
VIBHA,2,1,0
VIBHAV,1,0,1
VIBHUTI,2,1,0
VICENTE,5,0,1
VICENZO,1,0,1
VICKI,10,1,0
VICKIE,7,1,0
VICKY,16,1,0
VICTOIRE,3,1,0
VICTOR,16,0,1
VICTORIA,16,1,0
VICTORIA-LOUISE,1,1,0
VICTORIOUS,1,1,0
VICTORY,9,0.707231040564374,0.292768959435626
VIDA,8,1,0
VIDHI,11,1,0
VIDISHA,2,1,0
VIDUR,1,0,1
VIDYA,6,1,0
VIENNA,16,1,0
VIENNA-ROSE,1,1,0
VIERA,1,1,0
VIET,9,0,1
VIGAN,1,0,1
VIGGO,8,0,1
VIGNESH,5,0,1
VIGO,1,0,1
VIHA,1,1,0
VIHAAN,6,0,1
VIHAN,2,0,1
VIJAY,16,0,1
VIKAS,4,0,1
VIKASH,5,0,1
VIKESH,8,0,1
VIKITA,2,1,0
VIKKI,11,1,0
VIKRAM,16,0,1
VIKRAMJIT,2,0,1
VIKTOR,15,0,1
VIKTORAS,1,0,1
VIKTORIA,14,1,0
VIKTORIJA,7,1,0
VILIUS,5,0,1
VILLADS,1,0,1
